user_id,item_ids,mask,item_titles,replaced_item_titles,timestamp
16443,"[9842, 9658, 9841, 4537, 9838]","[0, 1, 0, 0, 0]","['Barbie Collector The Twilight Saga: Breaking Dawn Part II Emmett Doll', 'SODIAL Funky Fun Colorful Magnetic Letters A-Z Wooden Fridge Magnets Kid toys Education', 'Barbie Collector The Twilight Saga: Breaking Dawn Part II Esme Doll', 'Barbie Collector Twilight Saga Bella Doll', 'Barbie Collector The Twilight Saga: Breaking Dawn Part II Bella Doll']",['Mattel Barbie Collector The Twilight Saga: Breaking Dawn Part II Rosalie Doll'],1391212800
6532,"[6136, 7256, 8224, 8176, 6761, 9017, 9170, 2165, 9180, 7625, 11070]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Beat The Parents Board Game', 'Hot Wheels Wall Tracks Starter Set', 'Beyblade Stealth Battlers -  Tempo Hammer Hit', 'KRE-O Battleship U.S.S. Missouri Set (38977)', ""Ravensburger Rivers, Roads And Rails - Children's Game"", 'LeapFrog LeapReader Interactive Human Body Discovery Set (works with Tag)', 'Destroyer Dome Set', 'PlasmaCar Red', 'Nerf N-Strike Elite Hail-Fire Blaster', 'SmartLab Toys Weird and Wacky Contraption Lab', 'LeapFrog LeapReader Deluxe Writing Workbook: Learn to Write Letters with Mr. Pencil']",[],1376352000
10918,"[10697, 8698, 10921, 10927, 10457, 10649, 10915, 10929, 11067, 11068, 11092]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Power Rangers Megaforce Ultra Dragon Sword', 'Jake and The Never Land Pirates Who Shook Hook Adventure Board Game', 'Crayola Create 2 Destroy Dino Destruction Stomping Mall', 'Crayola Doodle Magic Color Mat', 'SmartLab Toys Demolition Lab Triple Blast Warehouse', 'Princess Sofia Royal Prep Academy Board Game', 'Crayola DigiTools Paint Pack', 'Crayola See Thru Light Designer (74-7051)', 'LeapFrog Creativity Camera App with Protective Case, Green', 'LeapFrog Learn to Write with Mr. Pencil Stylus &amp; Writing App (works with iPhone 4/4s/5, iPod touch 4G &amp; iPad)', ""K'NEX Angry Birds Inter-Ham-Lactic""]",[],1383955200
844,"[11425, 424, 2279, 415, 664, 11752, 8384, 638, 3589, 935, 1091]","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","['McFarlane Toys The Walking Dead TV Series 5 Merle Dixon Action Figure', 'LeapFrog Read and Sing Little Leap', 'Melissa &amp; Doug Magnetic Wooden Alphabet', 'Ball Bounce &amp; Sport Fun Hopper (colors and styles may vary)', 'Musini - MagicSensor', 'LEGO Ghostbusters Ecto-1 21108', ""People At Work 40 Piece Children's Puzzle Ball"", 'Learning Resources Math Mat Challenge', 'Dicecapades Board Game', 'Floating Island Bath Time Adventure', 'VTech - V.Smile - The Little Mermaid']","['LeapFrog: Pretend &amp; Learn Shopping Cart', 'Original Memory', 'Playskool Color Glow Flashlight', 'Melissa &amp; Doug T-REX 48 pc Floor']",1135555200
5591,"[3302, 5014, 3956, 5012, 4982, 6708, 3282, 3323, 5142, 6650, 5016]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Allosaurus', 'Safari Ltd  Fairy Fantasies Ollie on a Snail', 'Safari Ltd  Fairy Fantasies Violet', 'Safari Ltd Fairy Fantasies Tea Party Set', 'Schleich Landariel with Unicorn foal', 'Papo Gorilla Mutant', 'Rhino Man', 'Safari Ltd Mythical Realms Phoenix', 'Papo Ram Man', 'Safari Ltd Midnight Moon Dragon', 'Safari Ltd Forest Dragon']",[],1370649600
7976,"[6446, 8262, 9031, 9831, 9335, 2016, 4771, 2888, 2478, 3587, 5142]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['Toysmith Liquid Motion Bubbler, Assorted Colors', ""Fisher-Price Disney's Jake and The Never Land Pirates - Hook's Battle Boat"", 'LeapFrog LeapPad2 Recharger Pack (Works with all LeapPad2 Tablets)', 'LEGO Minifigures Series 8 - Vampire Bat', 'LeapFrog LeapPad2 Gel Skin (Works with all LeapPad2 and LeapPad1 Tablets) Colors May Vary', 'Blocks &amp; Marbles Super Set', 'Disney/Pixar Cars Soccer Ball - Size 3', 'Shrinky Dinks Holiday Fun', 'One Pack of Shocking Gum, Funny Shock Gag (Random Color)', 'Pink Feather Tea Party Hat', 'Papo Ram Man']",['LEGO Minifigures Series 8 - Pirate Captain'],1362268800
13736,"[5018, 6767, 2544, 2307, 2400, 6213, 7084, 9374, 4118, 9376, 7432]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","['Playmobil 4862 Speed Boat', 'Disney Exclusive 13 Inch Deluxe Plush Sulley', 'Tolo Toys Funtime Fishing', 'Schoenhut 25-Key My First Piano II, Red', 'Crayola 58-8750 Crayola Telescoping Pip-Squeaks Marker Tower, Assorted Colors, 50/Set', 'TY Beanie Babies - Alvin &amp; the Chipmunks ( Complete Set of 6 )', 'Swimways Gobble Gobble Guppies', 'Nickelodeon Plush Bubble Guppies Puppy', 'LEGO Creationary Game (3844)', 'Nickelodeon Plush Bubble Guppies Gil', 'LeapFrog Pixar Pals Learning Game (works with LeapPad Tablets,  Leapster GS, and Leapster Explorer)']","['Swimways Toypedo Bandits', 'TY Classic Scooby Doo', 'Nickelodeon Plush Bubble Guppies Molly']",1376092800
155,"[3112, 3233, 2268, 4152, 4300, 4558, 4706, 4777, 6112, 7620, 7661]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['Apples to Apples Junior - The Game of Crazy Combinations!', 'Pandemic', 'Pet Parade Value Gift Box', 'Word On The Street - The Hilarious Tug Of Words', 'Small World', 'Castle Panic', 'Trouble R2 - D2 Is In Trouble Game', 'Tsuro: The Game of the Path', 'Innovation', 'Star Trek Fleet Captains', 'Summoner Wars Master Set']",['Agricola'],1347235200
3864,"[2050, 3310, 798, 340, 1754, 7196]","[0, 1, 0, 0, 0, 1]","['Melissa &amp; Doug Jumbo Numbers Wooden Chunky Puzzle', 'EyeClops BioniCam', 'Thomas And Friends Wooden Railway - Quarry Mine Tunnel', 'Thomas And Friends Wooden Railway - Cranky the Crane', 'LeapFrog&reg; Leapster&reg; Learning Game System - Green', 'Barbie Princess Charm School Princess Blair Transforming Doll']","['Thomas And Friends Wooden Railway - Wacky Track (2 pieces)', 'Toy Story Collection Buzz Lightyear']",1279497600
2446,"[3060, 214, 1022, 920, 2704, 1020, 1378, 2890, 413, 727, 893]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['HABA Biofino Ice-cream cones &quot;Venezia&quot;', 'Plan Toy Geometric Sorting Board', 'Plan Toy Doll Family - Caucasian', 'Melissa &amp; Doug Food Groups', 'Scooby-Doo! Haunted House Game', 'PLAN TOYS Dollhouse Furniture - Neo Bathroom', 'Tornado Tubes, assorted colors.', 'Moluk Bilibo Red', ""Ravensburger Mystery Garden - Children's Game"", 'Melissa &amp; Doug Wooden Sandwich-Making Set', 'Learning Resources Rainbow Color Cones']",['Plan Toy Doll House Nursery'],1237507200
9672,"[9415, 4723, 6271, 7958, 7960, 8945, 6276, 4166, 5887, 1961, 9942]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['Tommy 12 (battery operated) w/ 12 darts', 'LEGO City Small Car (3177)', 'LEGO Police Minifigure Collection 7279', 'LEGO City Town Ambulance 4431', 'LEGO City Town Garbage Truck 4432', 'LEGO Creator 10224 Town Hall', ""LEGO Pharaoh's Quest Rise of the Sphinx 7326"", 'LEGO Castle Medieval Market Village (10193)', 'LEGO Creator Holiday Bakery 10216', 'iPlay Zoom Around Garage', 'Nerf N-Strike Elite: Stryfe Blaster, Colors may Vary']",['LEGO Star Wars 9497 Republic Striker-class Starfighter'],1354838400
2495,"[1216, 3573, 6498, 8389, 221, 5515, 542, 884, 3494, 3689, 10869]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['Nerf N-Strike Maverick', 'Elenco 12 Slide With 36 Assorted Specimens', 'Asara Family Game', 'Ravensburger Deco Mandala-Designer Drawing Machine', 'Family Pastimes / Secret Door - An Award Winning Co-operative Mystery Game', 'Pecoware / Trinket Box with Accessories &amp; Lock, Princess Rose Slippers', 'Fisher-Price Little People Airport Playset - Red', 'Travel Connect Four Game', 'Operation', ""Klutz Cat's Cradle Book Kit K536"", 'American Girl Crafts Button Clock Kit']","[""Ravensburger Make 'N' Break - Family Game"", 'Indigo Family Game']",1383868800
3659,"[6082, 5570, 5925, 1582, 4654, 4547, 7177, 7602, 2210, 6939, 6428]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Indie Plush Doll', 'POOF-Slinky 4200257 Ideal Fuzzoodles Jumbo Plush Construction Kit', 'Doll Boots Pink Suede Ewe Boot, 18 Inch Doll Shoes Fits 18 Inch American Girl Dolls', 'Melissa &amp; Doug Incredible Illusions Magic Set', 'Perplexus Maze Game by PlaSmart, Inc.', 'LEGO Pirates of the Caribbean Jack Sparrow Minifigure - Nintendo Wii', 'Star Wars Ultimate Anakin FX Lightsaber', 'LeapFrog Leapster2 Bundle', 'Snazaroo Face Paint Palette Kit - Unisex', 'Fisher-Price Big Action Construction Site with Remote Control', 'Dozen Gingerbread Cardboard Treat Boxes']",[],1325030400
14251,"[5217, 2847, 4654, 5497, 5083]","[1, 0, 0, 0, 1]","['Monster High Draculaura Doll', ""Kid Galaxy RC Bump 'n Chuck Bumper Cars"", 'Perplexus Maze Game by PlaSmart, Inc.', 'Scrabble Flash', 'ALEX&reg; Toys - Bathtime Fun Tub Soup 801W']","['OgoSport Mezo OgoDisk Set', 'Melissa &amp; Doug Suspend']",1390867200
